day	turnSpent	free?	location	encounterName	familiar	items	meat	rounds	mus	mys	mox	advsGained	effectsGained	itemsUsed	skillsUsed	freeRun?	banish	freeKill	sniff	spit	copy	macroFrom	
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton	 | iced plum wine	0	2	80	17	19	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton		0	2	80	32	13	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton	 | O	0	2	80	18	27	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton		0	2	84	25	17	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton		0	2	95	28	10	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton		0	2	82	34	24	0				0	0	0	0	0	0		
2	175	true	The X-32-F Combat Training Snowman	the X-32-F Combat Training Snowman	XO Skeleton	 | X	0	2	89	24	24	0				0	0	0	0	0	0		
2	175	true	The Tunnel of L.O.V.E.	The Tunnel of L.O.V.E.	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	175	true	The Tunnel of L.O.V.E.	LOV Enforcer	XO Skeleton		53	20	0	0	0	0	 | Wolfish Form (1)	|electronics kit	 | BEAR-LY LEGAL | BECOME A WOLF	0	0	0	0	0	0		
2	175	true	The Tunnel of L.O.V.E.	L.O.V. Equipment Room	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	175	true	The Tunnel of L.O.V.E.	LOV Engineer	XO Skeleton	 | LOV Earrings | good brain	65	15	291	92	95	0		|electronics kit	 | BEAR-LY LEGAL | SUMMON LOVE GNATS | SUMMON LOVE STINKBUG | SUMMON LOVE MOSQUITO	0	0	0	0	0	0		
2	175	true	The Tunnel of L.O.V.E.	L.O.V. Emergency Room	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	175	true	The Tunnel of L.O.V.E.	LOV Equivocator	XO Skeleton		0	17	0	0	0	0	 | Lovebotamy (50)		 | COWBOY KICK | BEAR-BACKRUB | SUMMON LOVE MOSQUITO | SUMMON LOVE GNATS	0	0	0	0	0	0		
2	175	true	The Tunnel of L.O.V.E.	L.O.V. Emporium	XO Skeleton	 | LOV Extraterrestrial Chocolate	0	-1	0	0	0	0				0	0	0	0	0	0		
2	175	true	The Neverending Party	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	175	false	The Neverending Party	party girl	XO Skeleton		0	23	0	0	0	0	 | The Applause That Refreshes (10) | Misty Form (1)	|Time-Spinner	 | KODIAK MOMENT | I CAN BEARLY HEAR YOU OVER THE APPLAUSE | SUMMON LOVE GNATS | SUMMON LOVE MOSQUITO | SUMMON LOVE STINKBUG | BECOME A CLOUD OF MIST	0	0	0	0	0	0		
2	176	true	The Neverending Party	party girl	XO Skeleton	 | runproof mascara | very small red dress | surprisingly capacious handbag | good brain	192	13	274	75	90	0		|gas can	 | KODIAK MOMENT	0	0	0	0	0	0		
2	176	true	The Neverending Party	burnout	XO Skeleton	 | van key | jam band bootleg | denim jacket | good brain	185	10	278	75	88	0			 | BEAR-LY LEGAL | SUMMON LOVE MOSQUITO | SUMMON LOVE GNATS | SUMMON LOVE STINKBUG | DRAGOON PLATOON	0	0	0	0	0	0		
2	176	true	The Neverending Party	biker	XO Skeleton	 | gas can | Middle of the Road&trade; brand whiskey | neverending wallet chain | good brain	309	19	282	90	88	0			 | BEAR-LY LEGAL | DRAGOON PLATOON | SUMMON LOVE MOSQUITO | SUMMON LOVE STINKBUG | SUMMON LOVE GNATS	0	0	0	0	0	0		
2	176	true	The Neverending Party	&quot;plain&quot; girl	XO Skeleton	 | electronics kit | PB&J with the crusts cut off | O | good brain	328	8	256	79	103	0			 | DRAGOON PLATOON | BEAR-LY LEGAL	0	0	0	0	0	0		
2	176	true	The Neverending Party	Gone Kitchin'	XO Skeleton		0	-1	0	0	0	0	 | Spiced Up (20)			0	0	0	0	0	0		
2	176	true	Deck of Every Card	XXI - The World	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	176	true	The Neverending Party	biker	XO Skeleton	 | gas can | Middle of the Road&trade; brand whiskey | pentagram bandana | good brain	277	5	335	77	95	0		|electronics kit	 | DRAGOON PLATOON | KODIAK MOMENT	0	0	0	0	0	0		
2	176	true	The Neverending Party	burnout	XO Skeleton	 | van key | jam band bootleg | good brain	224	11	345	89	74	0			 | BEAR-LY LEGAL | DRAGOON PLATOON	0	0	0	0	0	0		
2	176	true	The Neverending Party	party girl	XO Skeleton	 | runproof mascara | very small red dress | good brain	338	12	359	79	82	0			 | DRAGOON PLATOON | BEAR-LY LEGAL	0	0	0	0	0	0		
2	176	true	The Neverending Party	burnout	XO Skeleton	 | van key | jam band bootleg | X | good brain	212	11	337	104	78	0			 | DRAGOON PLATOON | SUMMON LOVE GNATS | SUMMON LOVE MOSQUITO | BEAR-LY LEGAL	0	0	0	0	0	0		
2	176	true	The Neverending Party	jock	XO Skeleton	 | unremarkable duffel bag | Purple Beast energy drink | good brain	409	12	306	122	75	0			 | DRAGOON PLATOON | SUMMON LOVE GNATS | SUMMON LOVE MOSQUITO | BEAR-LY LEGAL	0	0	0	0	0	0		
2	176	true	The Haunted Ballroom	tapdancing skeleton	Reassembled Blackbird		0	1	0	0	0	0			 | THROW LATTE ON OPPONENT	1	1	0	0	0	0		
2	176	false	The Black Forest	Forty Shades of Black	Reassembled Blackbird	 | black map	0	-1	0	0	0	0				0	0	0	0	0	0		
2	177	false	The Black Forest	black friar	Reassembled Blackbird	 | carob chunk noodles | good brain | stick of firewood	0	2	105	38	23	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	178	false	The Black Forest	black friar	Reassembled Blackbird	 | black friar's tonsure | good brain | Gathered Meat-Clip | stick of firewood	0	2	113	35	30	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	179	false	The Black Forest	black magic woman	Reassembled Blackbird	 | black eye shadow | black magic powder | good brain | stick of firewood	255	2	107	32	34	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	180	false	The Black Forest	black widow	Reassembled Blackbird	 | stick of firewood	148	2	117	36	23	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	181	false	The Black Forest	You Found Your Thrill	Reassembled Blackbird		0	-1	0	0	0	0				0	0	0	0	0	0		
2	182	false	The Black Forest	Bee Persistent	Reassembled Blackbird		0	-1	0	0	0	0				0	0	0	0	0	0		
2	183	true	The Black Forest	Bee Rewarded	Reassembled Blackbird		0	-1	0	0	0	0				0	0	0	0	0	0		
2	183	false	The Black Forest	N/A	Reassembled Blackbird	 | beehive	0	-1	0	0	0	0				0	0	0	0	0	0		
2	184	false	The Black Forest	black adder	Reassembled Blackbird	 | sunken eyes | good brain	264	2	107	22	29	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	185	true	The Black Forest	Wooof! Wooooooof!	Reassembled Blackbird	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	185	false	The Black Forest	black adder	Reassembled Blackbird	 | good brain | Pok&eacute;-Gro fertilizer	302	2	98	23	29	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	186	false	The Black Forest	blackberry bush	Reassembled Blackbird	 | blackberry	0	2	107	28	20	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	187	false	The Black Forest	black panther	Reassembled Blackbird	 | good brain	415	2	97	18	34	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	188	false	The Black Forest	black panther	Reassembled Blackbird	 | Black No. 2 | stick of firewood	398	2	113	18	30	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	189	false	The Shore, Inc. Travel Agency	N/A	Reassembled Blackbird	 | your father's MacGuffin diary	0	-1	0	0	0	0				0	0	0	0	0	0		
2	192	false	The Copperhead Club	Shen Copperhead, Nightclub Owner	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	193	true	The Copperhead Club	Black Crayon Crimbo Elf	XO Skeleton	 | crayon shavings | good brain	0	4	318	80	78	0			 | DRAGOON PLATOON | KODIAK MOMENT	0	0	0	0	0	0		
2	193	true	The Copperhead Club	sausage goblin	XO Skeleton	 | magical sausage casing | good brain	206	5	314	79	87	0			 | DRAGOON PLATOON | KODIAK MOMENT	0	0	0	0	0	0		
2	193	false	Hippy Camp	War Hippy (space) cadet	XO Skeleton	 | round purple sunglasses | good brain | stick of firewood	14	2	111	23	38	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	194	false	Wartime Hippy Camp (Frat Disguise)	War Hippy (space) cadet	XO Skeleton	 | reinforced beaded headband | O | good brain	15	2	87	28	31	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	195	false	Wartime Hippy Camp (Frat Disguise)	War Hippy drill sergeant	XO Skeleton	 | bullet-proof corduroys | good brain | stick of firewood	14	2	87	30	27	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	196	TRUE	CONSUME: eat 1 hunter brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	196	false	Wartime Hippy Camp (Frat Disguise)	Special Agent Wallace Burke Corrigan	XO Skeleton	 | hunter brain | Gathered Meat-Clip | stick of firewood	10	2	72	20	22	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	197	false	Wartime Hippy Camp (Frat Disguise)	War Hippy drill sergeant	XO Skeleton	 | good brain | stick of firewood	13	2	64	34	33	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	198	true	Wartime Hippy Camp (Frat Disguise)	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	198	false	Wartime Hippy Camp (Frat Disguise)	War Hippy (space) cadet	XO Skeleton	 | X | good brain	11	2	76	20	34	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	199	false	Wartime Hippy Camp (Frat Disguise)	War Hippy drill sergeant	XO Skeleton	 | bullet-proof corduroys | good brain | stick of firewood	12	2	79	25	28	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	200	false	Wartime Hippy Camp (Frat Disguise)	War Hippy drill sergeant	XO Skeleton	 | round purple sunglasses | good brain	14	2	67	31	15	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	201	false	Wartime Hippy Camp (Frat Disguise)	Blockin' Out the Scenery	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	202	false	The Haunted Ballroom	Strung-Up Quartet	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	203	true	The Haunted Ballroom	Curtains	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	203	true	The Haunted Ballroom	Curtains	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	203	true	The Haunted Ballroom	Curtains	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	203	false	The Haunted Ballroom	floating platter of hors d'oeuvres	XO Skeleton	 | desiccated apricot | flute of flat champagne	11	2	57	9	8	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	204	false	The Haunted Ballroom	zombie waltzers	XO Skeleton	 | decent brain	153	2	52	13	8	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	205	false	The Haunted Ballroom	We'll All Be Flat	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	206	false	The Spooky Forest	Tree's Last Stand	XO Skeleton	 | spooky sapling	0	-1	0	0	0	0				0	0	0	0	0	0		
2	207	false	The Spooky Forest	Through Thicket and Thinnet	XO Skeleton	 | Spooky-Gro fertilizer	0	-1	0	0	0	0				0	0	0	0	0	0		
2	208	true	The Copperhead Club	sausage goblin	XO Skeleton	 | magical sausage casing | O | good brain	186	6	209	84	102	0			 | DRAGOON PLATOON | SUMMON LOVE GNATS | RAVENOUS POUNCE	0	0	0	0	0	0		
2	208	true	Deck of Every Card	Sheep	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	208	false	The Hidden Temple	Such Great Heights	XO Skeleton	 | the Nostril of the Serpent	0	-1	0	0	0	0				0	0	0	0	0	0		
2	209	true	The Hidden Temple	Such Great Heights	XO Skeleton		0	-1	0	0	0	3	 | Smile of the Platypus (3) | That's Just Cloud-Talk, Man (3) | Bastille Budgeteer (3) | Spoon Boon (3) | Muddled (3) | substats.enh (3) | Triple-Sized (3) | items.enh (3) | familiar.enq (3) | Driving Stealthily (3)			0	0	0	0	0	0		
2	209	false	The Hidden Temple	clan of cave bars	XO Skeleton	 | good brain	1156	2	81	38	40	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	210	false	The Hidden Temple	clan of cave bars	XO Skeleton	 | good brain	1128	2	100	30	30	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	211	false	The Hidden Temple	baa-relief sheep	XO Skeleton	 | stone wool	13	2	51	13	9	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	212	true	The Hidden Temple	The Hidden Heart of the Hidden Temple	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	212	false	The Hidden Temple	Now What?	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	213	false	The Hidden Temple	Beginning at the Beginning of Beginning	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	214	false	The Hidden Temple	No Visible Means of Support	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	215	TRUE	CONSUME: eat 1 hunter brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	215	false	The Haunted Wine Cellar	Hank North, Photojournalist	XO Skeleton	 | hunter brain | X	10	2	61	15	23	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	216	true	The Haunted Wine Cellar	skeletal sommelier	XO Skeleton		0	1	0	0	0	0			 | ASDON MARTIN: SPRING-LOADED FRONT BUMPER	0	0	0	0	0	0		
2	216	true	The Haunted Wine Cellar	mad wino	XO Skeleton		0	1	0	0	0	0			 | KGB TRANQUILIZER DART	1	1	0	0	0	0		
2	216	false	The Haunted Wine Cellar	possessed wine rack	XO Skeleton	 | Gathered Meat-Clip	11	2	65	20	17	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	217	false	The Haunted Wine Cellar	possessed wine rack	XO Skeleton	 | actual tapas | bottle of Chateau de Vinegar	11	2	67	18	18	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	218	true	The Haunted Laundry Room	plaid ghost	XO Skeleton		0	1	0	0	0	0			 | THROW LATTE ON OPPONENT	1	1	0	0	0	0		
2	218	true	The Haunted Laundry Room	possessed laundry press	XO Skeleton		0	1	0	0	0	0			 | KGB TRANQUILIZER DART	1	1	0	0	0	0		
2	218	false	The Haunted Laundry Room	the cabinet of Dr. Limpieza	XO Skeleton	 | fabric softener | good brain	170	2	49	23	27	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	219	false	The Haunted Laundry Room	the cabinet of Dr. Limpieza	XO Skeleton	 | bottle of laundry sherry | blasting soda | good brain	147	2	56	18	23	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	220	false	The Haunted Laundry Room	the cabinet of Dr. Limpieza	XO Skeleton	 | O | good brain	162	2	56	23	19	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	221	false	The Haunted Laundry Room	the cabinet of Dr. Limpieza	XO Skeleton	 | bottle of laundry sherry | good brain	147	2	61	18	18	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	222	false	The Haunted Laundry Room	the cabinet of Dr. Limpieza	XO Skeleton	 | good brain	156	3	59	20	18	0			 | INFECTIOUS BITE | DRAGOON PLATOON	0	0	0	0	0	0		
2	223	false	The Haunted Laundry Room	the cabinet of Dr. Limpieza	XO Skeleton	 | fabric softener | good brain	141	3	60	14	22	0			 | INFECTIOUS BITE | DRAGOON PLATOON	0	0	0	0	0	0		
2	224	false	Cook 1 bottle of Chateau de Vinegar + 1 blasting soda	N/A	XO Skeleton	 | unstable fulminate	0	-1	0	0	0	0				0	0	0	0	0	0		
2	225	true	The Smut Orc Logging Camp	sausage goblin	XO Skeleton	 | long hard screw | magical sausage casing | X | good brain	207	3	212	87	90	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	225	false	The Haunted Boiler Room	monstrous boiler	XO Skeleton	 | wine bomb | chunk of hot iron	14	2	59	29	19	0				0	0	0	0	0	0		
2	226	true	Oil Peak	Pushin' Down on Me, Pushin' Down on You	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	226	false	Oil Peak	oil cartel	XO Skeleton	 | bubblin' crude | bubblin' crude | bubblin' crude	15	2	46	17	28	0				0	0	0	0	0	0		
2	227	false	Oil Peak	oil cartel	XO Skeleton	 | bubblin' crude | bubblin' crude	12	2	59	15	19	0				0	0	0	0	0	0		
2	228	false	Oil Peak	oil cartel	XO Skeleton	 | bubblin' crude | bubblin' crude | Gathered Meat-Clip	11	2	52	20	20	0				0	0	0	0	0	0		
2	229	false	Oil Peak	oil cartel	XO Skeleton	 | bubblin' crude | bubblin' crude | O	11	2	54	13	27	0				0	0	0	0	0	0		
2	230	false	Oil Peak	oil cartel	XO Skeleton	 | bubblin' crude | bubblin' crude	12	2	60	23	13	0				0	0	0	0	0	0		
2	231	false	Oil Peak	Unimpressed with Pressure	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	232	false	Oil Peak	oil cartel	XO Skeleton	 | bubblin' crude | bubblin' crude	10	2	49	22	22	0				0	0	0	0	0	0		
2	233	true	Combing the Beach	N/A	XO Skeleton		0	-1	0	0	0	0	 | Oiled, Slick (50)			0	0	0	0	0	0		
2	233	false	A Mob of Zeppelin Protesters	Bench Warrant	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	234	false	A Mob of Zeppelin Protesters	Bench Warrant	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	235	false	A Mob of Zeppelin Protesters	Bench Warrant	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	236	false	A Mob of Zeppelin Protesters	Bench Warrant	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	237	true	A Mob of Zeppelin Protesters	Too Much Humanity	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	237	true	A Mob of Zeppelin Protesters	Not So Much With The Humanity	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	237	false	A Mob of Zeppelin Protesters	lynyrd skinner	XO Skeleton	 | sweet roll Alabama | lynyrd musk | good brain	226	2	54	27	20	0				0	0	0	0	0	0		
2	238	true	The Red Zeppelin	Zeppelintro	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	238	true	The Red Zeppelin	red butler	XO Skeleton		0	0	0	0	0	0			 | USE THE FORCE | SABER FRIENDS	0	0	0	0	0	0		
2	238	true	The Red Zeppelin	red butler	XO Skeleton	 | glark cable | red box | X | good brain	141	3	54	19	22	0		|glark cable	 | HUGS AND KISSES	0	0	1	0	0	0		
2	238	false	The Red Zeppelin	red butler	XO Skeleton	 | red box | glark cable	162	3	53	20	22	0			 | HUGS AND KISSES	0	0	0	0	0	0		
2	239	true	The Red Zeppelin	red butler	XO Skeleton	 | glark cable | good brain	142	2	49	29	25	0		|glark cable		0	0	1	0	0	0		
2	239	false	The Red Zeppelin	red butler	XO Skeleton	 | glark cable | good brain	142	2	57	22	18	0				0	0	0	0	0	0		
2	240	true	The Red Zeppelin	red skeleton	XO Skeleton		12	2	66	17	18	0		|glark cable		0	0	1	0	0	0		
2	240	true	The Red Zeppelin	Red Herring	XO Skeleton	 | red box | O | good brain	248	2	59	24	20	0		|glark cable		0	0	1	0	0	0		
2	240	false	The Red Zeppelin	Red Snapper	XO Skeleton	 | good brain	256	2	48	20	30	0				0	0	0	0	0	0		
2	241	false	The Red Zeppelin	the man with the red buttons	XO Skeleton	 | red button (5) | button rouge | good brain	249	2	63	20	22	0				0	0	0	0	0	0		
2	242	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	242	false	The Red Zeppelin	Ron &quot;The Weasel&quot; Copperhead	XO Skeleton	 | Copperhead Charm (rampant) | boss brain	440	2	58	25	23	0				0	0	0	0	0	0		
2	243	true	The Smut Orc Logging Camp	Is There A Doctor In The House?	XO Skeleton	 | magical sausage casing | X | good brain	124	18	194	85	67	0		|exploding cigar	 | SUMMON LOVE GNATS | SUMMON LOVE MOSQUITO	0	0	0	0	0	0		
2	243	false	The Smut Orc Logging Camp	smut orc nailer	XO Skeleton	 | good brain | stick of firewood	61	2	41	12	18	0				0	0	0	0	0	0		
2	244	false	The Smut Orc Logging Camp	smut orc screwer	XO Skeleton	 | backwoods screwdriver | good brain | Gathered Meat-Clip	81	2	41	12	17	0				0	0	0	0	0	0		
2	245	false	The Smut Orc Logging Camp	smut orc nailer	XO Skeleton	 | good brain | stick of firewood	63	2	42	10	17	0				0	0	0	0	0	0		
2	246	false	The Smut Orc Logging Camp	The Frattlesnake	XO Skeleton	 | morningwood plank | The Lacrosse Stick of Lacoronado | good brain	13	2	59	18	23	0				0	0	0	0	0	0		
2	247	false	The Copperhead Club	the Mob Penguin Capo	XO Skeleton	 | drum of tommy ammo | O | good brain	357	2	69	15	14	0				0	0	0	0	0	0		
2	248	true	Cook 15 wad of dough + 15 soda water	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	248	true	An Overgrown Shrine (Northwest)	dense liana	XO Skeleton		15	1	5	0	0	0				0	0	0	0	0	0		
2	248	true	An Overgrown Shrine (Northwest)	dense liana	XO Skeleton		15	1	5	0	0	0				0	0	0	0	0	0		
2	248	true	An Overgrown Shrine (Northwest)	dense liana	XO Skeleton		14	1	5	0	0	0				0	0	0	0	0	0		
2	248	false	An Overgrown Shrine (Northwest)	Earthbound and Down	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	249	true	An Overgrown Shrine (Southwest)	dense liana	XO Skeleton	 | X	13	1	5	0	0	0				0	0	0	0	0	0		
2	249	true	An Overgrown Shrine (Southwest)	dense liana	XO Skeleton		11	1	5	0	0	0				0	0	0	0	0	0		
2	249	true	An Overgrown Shrine (Southwest)	dense liana	XO Skeleton		14	1	5	0	0	0				0	0	0	0	0	0		
2	249	false	An Overgrown Shrine (Southwest)	Water You Dune	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	250	true	An Overgrown Shrine (Northeast)	dense liana	XO Skeleton		15	1	5	0	0	0				0	0	0	0	0	0		
2	250	true	An Overgrown Shrine (Northeast)	dense liana	XO Skeleton		10	1	5	0	0	0				0	0	0	0	0	0		
2	250	true	An Overgrown Shrine (Northeast)	dense liana	XO Skeleton	 | O	15	1	5	0	0	0				0	0	0	0	0	0		
2	250	false	An Overgrown Shrine (Northeast)	Air Apparent	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	251	true	An Overgrown Shrine (Southeast)	dense liana	XO Skeleton		10	1	5	0	0	0				0	0	0	0	0	0		
2	251	true	An Overgrown Shrine (Southeast)	dense liana	XO Skeleton		14	1	5	0	0	0				0	0	0	0	0	0		
2	251	true	An Overgrown Shrine (Southeast)	dense liana	XO Skeleton		15	1	5	0	0	0				0	0	0	0	0	0		
2	251	false	An Overgrown Shrine (Southeast)	Fire When Ready	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	252	true	A Massive Ziggurat	dense liana	XO Skeleton	 | X	13	1	5	0	0	0				0	0	0	0	0	0		
2	252	true	A Massive Ziggurat	dense liana	XO Skeleton		13	1	5	0	0	0				0	0	0	0	0	0		
2	252	true	A Massive Ziggurat	dense liana	XO Skeleton		10	1	5	0	0	0				0	0	0	0	0	0		
2	252	true	A Massive Ziggurat	Legend of the Temple in the Hidden City	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	252	false	The Hidden Apartment Building	pygmy witch accountant	XO Skeleton	 | adder | McClusky file (page 1)	248	2	56	24	12	0				0	0	0	0	0	0		
2	253	true	The Hidden Apartment Building	pygmy witch lawyer	XO Skeleton		0	1	0	0	0	0			 | ASDON MARTIN: SPRING-LOADED FRONT BUMPER	0	0	0	0	0	0		
2	253	true	The Hidden Apartment Building	sausage goblin	XO Skeleton	 | magical sausage casing | good brain	141	5	167	88	91	0		|inkwell|jam band bootleg		0	0	0	0	0	0		
2	253	true	The Hidden Apartment Building	pygmy janitor	XO Skeleton		0	1	0	0	0	0			 | REFLEX HAMMER	1	1	0	0	0	0		
2	253	false	The Hidden Apartment Building	pygmy shaman	XO Skeleton	 | O | good brain	228	2	66	18	12	0	 | Once-Cursed (10)			0	0	0	0	0	0		
2	254	false	The Hidden Apartment Building	pygmy witch accountant	XO Skeleton	 | pygmy adder oil | McClusky file (page 2)	228	2	52	24	14	0				0	0	0	0	0	0		
2	255	true	The Hidden Apartment Building	pygmy witch accountant	XO Skeleton	 | bone abacus | adder | short calculator	0	0	0	0	0	0			 | USE THE FORCE | SABER YELLOW RAY	0	0	0	0	0	0		
2	255	false	The Hidden Apartment Building	pygmy witch accountant	XO Skeleton	 | adder | short calculator | blue pixel | McClusky file (page 3) | good brain	254	2	52	22	17	0				0	0	0	0	0	0		
2	256	false	The Hidden Apartment Building	pygmy shaman	XO Skeleton	 | colorful toad | crude voodoo doll | blue pixel | good brain	245	2	52	15	22	0	 | Twice-Cursed (10)			0	0	0	0	0	0		
2	257	false	The Hidden Apartment Building	Action Elevator	XO Skeleton		0	-1	0	0	0	0	 | Thrice-Cursed (10)			0	0	0	0	0	0		
2	258	false	The Hidden Apartment Building	pygmy shaman	XO Skeleton	 | colorful toad | voodoo glowskull | X | good brain	234	2	49	24	19	0	 | Thrice-Cursed (10)			0	0	0	0	0	0		
2	259	true	The Hidden Apartment Building	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	259	false	The Hidden Apartment Building	pygmy shaman	XO Skeleton	 | green pixel | good brain	246	2	53	20	18	0	 | Thrice-Cursed (10)			0	0	0	0	0	0		
2	260	false	The Hidden Apartment Building	pygmy shaman	XO Skeleton	 | blue pixel | good brain | Gathered Meat-Clip	248	2	44	20	24	0	 | Thrice-Cursed (10)			0	0	0	0	0	0		
2	261	false	The Hidden Apartment Building	pygmy witch accountant	XO Skeleton	 | short calculator | pygmy adder oil | red pixel | McClusky file (page 4) | good brain	244	2	53	22	15	0				0	0	0	0	0	0		
2	262	false	The Hidden Apartment Building	pygmy shaman	XO Skeleton	 | voodoo glowskull | good brain	192	2	44	25	20	0	 | Thrice-Cursed (10)			0	0	0	0	0	0		
2	263	false	The Hidden Apartment Building	pygmy witch accountant	XO Skeleton	 | bone abacus | O | McClusky file (page 5) | good brain	291	3	52	18	24	0				0	0	0	0	0	0		
2	264	false	The Hidden Apartment Building	pygmy witch accountant	XO Skeleton	 | green pixel | good brain	271	2	52	27	14	0				0	0	0	0	0	0		
2	265	false	The Hidden Apartment Building	ancient protector spirit	XO Skeleton	 | moss-covered stone sphere | blue pixel | good brain	10	3	64	17	15	0				0	0	0	0	0	0		
2	266	true	An Overgrown Shrine (Northwest)	Earthbound and Down	XO Skeleton	 | stone triangle	0	-1	0	0	0	0				0	0	0	0	0	0		
2	266	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
